Key,Type,Severity,Component,Line,Message,Effort,RuleName,HowToFix,Tags
a37a53d4-2ce3-4e03-950a-58b78e551d3b,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/config.js,320,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
af24f189-2aac-4cc8-827a-3968ce2ab33f,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/internal/config.js,377,"Refactor this code to not use nested template literals.",10min,"Template literals should not be nested","",""
ed865d2e-b08a-4f66-9910-d2b078c0ede9,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/internal/paths.js,42,"Refactor this function to reduce its Cognitive Complexity from 34 to the 15 allowed.",24min,"Cognitive Complexity of functions should not be too high","",""
6cf012e5-0463-45a0-9c3a-c49e86d8a3d7,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,75,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
9e5b8efa-ad59-4bed-b462-2ee6d9cc4393,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,89,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
be029461-3d91-4c0e-97f8-627c2c9019dc,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,115,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
669d6da7-388e-4cd6-840e-b356db4be3ea,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,121,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
d09aa8a1-9811-4cdc-884a-f090ec8f2854,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/internal/paths.js,151,"Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.",19min,"Cognitive Complexity of functions should not be too high","",""
206fbc9c-d1ec-4c90-8af0-720758742c1c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,180,"`String.raw` should be used to avoid escaping `\`.",5min,"String literals with escaped backslashes should use `String.raw` template literals","",""
2345dc1d-1599-493c-a628-8d635317391f,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,181,"`String.raw` should be used to avoid escaping `\`.",5min,"String literals with escaped backslashes should use `String.raw` template literals","",""
2c8083ce-f359-4f08-9039-83bdb736436c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,182,"`String.raw` should be used to avoid escaping `\`.",5min,"String literals with escaped backslashes should use `String.raw` template literals","",""
895b6c93-71ad-4d3b-b478-13203a0a632f,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/internal/paths.js,189,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
93c27e6c-503d-400d-b262-fd3ac62611c4,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,272,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
92717e60-3f65-45d3-8bf7-2061c5eff914,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,273,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
ee37147a-6763-4c0f-a25f-b4efc8b6ad95,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,284,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
379585f3-59da-4039-887e-17964f6cde2b,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,285,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
b101edd7-d1d2-4919-94d5-1ee99b3b21d2,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,297,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
636b8eef-8904-4ba4-b105-d85bc3cc5f38,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,298,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
2d08239c-1f2f-47fd-b25e-75fe322db872,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,299,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
22894ddf-b4fb-422e-abbc-26507a60d21c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,300,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
cd82ff6b-df38-4dbf-9e59-df75822f78db,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,301,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
c99fc349-ced2-4058-bd6b-476c4a74cf4a,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/paths.js,302,"Do not call `Array#push()` multiple times.",5min,"Multiple consecutive calls to methods that accept multiple arguments should be combined","",""
34515b0d-cd63-4c9b-ab5b-6873754af4c2,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/llm/document-ingester.js,267,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
eb247def-16a2-4041-b5cb-41e4da88ed7d,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/llm/document-ingester.js,366,"Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.",7min,"Cognitive Complexity of functions should not be too high","",""
6851d3e2-d86d-4870-b95f-8082142de401,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/llm/embeddings.js,152,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
f0fc949f-f980-4c03-a6f8-5fb2d6d12c6f,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/llm/local-llm.js,111,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
7c4fc160-4157-411f-8689-087d0f30a8b0,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/llm/local-llm.js,117,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
ae1614fe-490d-4f26-b882-ec2badd6a7e7,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/llm/prompt-generator.js,171,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
960f1aa7-0f4e-4493-938f-fbc02b273f63,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/llm/training-exporter.js,32,"Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.",19min,"Cognitive Complexity of functions should not be too high","",""
31d0058b-aeba-4b00-bdd3-0b6d64d57891,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/plugin-loader.js,35,"Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.",7min,"Cognitive Complexity of functions should not be too high","",""
a629740a-ab28-443e-b6db-11a177ed86dc,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/startup-bootstrap.js,35,"Handle this exception or don't catch it at all.",1h,"Exceptions should not be ignored","",""
0b189317-a8a6-4afa-beb2-1f0ac1c10265,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/storage/storage-monitor.js,369,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
ac0b5eb0-1090-4984-afd7-c20f2625fc78,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,61,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
9b0d7660-0df2-400c-8b54-8a2b9710e9da,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,62,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
1ed45734-fc79-41b9-89b9-f3c11f39963e,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,68,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
8f58c7b4-318c-4308-bf1f-02b5387635b2,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,72,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
4b059291-b16b-4bce-b335-2adc9e51fa82,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,80,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
42d759c4-715f-4e56-9465-660796df28d2,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,114,"Use the ""RegExp.exec()"" method instead.",5min,"""RegExp.exec()"" should be preferred over ""String.match()""","",""
5e5d535f-eda2-4bd4-a206-0f9073316c2d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,123,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
9816f1a4-d5b6-4a53-a5ec-9b00f0ab8546,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/storage/vscode-learn-utils.js,130,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
e01bbdbf-1b5a-42c6-b7de-5addd408de29,CODE_SMELL,MINOR,strategic-learning-unified-theatre:tests/auto-handoff.test.js,4,"Remove this unused import of 'os'.",1min,"Unnecessary imports should be removed","",""
a3c22ffd-cb45-4615-b8cd-1f8564e80f5a,CODE_SMELL,MINOR,strategic-learning-unified-theatre:tests/config-validation.test.js,9,"Remove this unused import of 'configPath'.",1min,"Unnecessary imports should be removed","",""
ee11f9b8-6385-457c-ae37-15f0abb7bed7,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:tests/llm/llm.test.js,674,"Move async function 'writeStagedFile' to the outer scope.",5min,"Functions should be moved to the highest possible scope","",""
58b4a276-7cae-4b58-9590-1d10e163b25a,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:tests/llm/llm.test.js,682,"Move function 'stagedSignal' to the outer scope.",5min,"Functions should be moved to the highest possible scope","",""
57678cae-9e2a-4a6b-8443-fbf0dcd8ebca,CODE_SMELL,MINOR,strategic-learning-unified-theatre:tests/llm/llm.test.js,1088,"Remove the declaration of the unused 'ingestSpy' variable.",5min,"Unused local variables and functions should be removed","",""
bcc8d9b0-bf7d-4382-927b-dd2a6a9a07cb,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:tests/llm/llm.test.js,1088,"Remove this useless assignment to variable ""ingestSpy"".",1min,"Unused assignments should be removed","",""
53992451-dce0-4a00-a57a-4664ff3e2889,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/reference-plugins.test.js,49,"Unexpected `await` of a non-Promise (non-""Thenable"") value.",1min,"""await"" should only be used with promises","",""
77c23265-5f68-474c-ba3e-4cde5353b891,CODE_SMELL,MINOR,strategic-learning-unified-theatre:tests/storage/collector.test.js,624,"Remove the declaration of the unused 'message2' variable.",5min,"Unused local variables and functions should be removed","",""
e1516247-15ed-4809-83df-ffdc86ba9ba0,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:tests/storage/collector.test.js,624,"Remove this useless assignment to variable ""message2"".",1min,"Unused assignments should be removed","",""
465d155f-f029-4885-b4cd-57bd51ce306f,CODE_SMELL,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,58,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
8e6ad0ff-2d4c-4025-b77c-b546d669902d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,123,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
f96f3b35-9bd3-438a-b00d-f7cca273f76f,CODE_SMELL,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,123,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
159e68af-2a35-4992-9d0d-61019a24ce97,CODE_SMELL,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,132,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
c4a8633f-380d-45dd-9ecb-7c9709977ff1,CODE_SMELL,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,132,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
3cb4e49b-b52a-4980-8703-eb5daaca93ef,CODE_SMELL,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,183,"Prefer `Number.NaN` over `NaN`.",2min,"Number static methods and properties should be preferred over global equivalents","",""
d6e71dec-5a58-4f3e-8280-1dd24ef39246,CODE_SMELL,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,197,"Prefer `Number.NaN` over `NaN`.",2min,"Number static methods and properties should be preferred over global equivalents","",""
92bab8e3-c769-4935-8c9a-6c5fcf9c8e4c,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:vscode-extension/collector.js,208,"Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.",13min,"Cognitive Complexity of functions should not be too high","",""
02a9c81a-75a8-4c60-856b-d203d03f26ad,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:debug-plugin-run.mjs,48,"Prefer top-level await over using a promise chain.",5min,"Top-level await should be preferred over wrapped async operations","",""
5b695da8-6d8d-407b-8353-8027549267c4,CODE_SMELL,MINOR,strategic-learning-unified-theatre:plugins/acme-browser-platform.js,3,"Use `export…from` to re-export `PLUGIN_API_VERSION`.",5min,"Re-exports should use ""export...from"" syntax","",""
6c4ea9e3-8168-42ea-b57e-94f217ef566b,CODE_SMELL,MINOR,strategic-learning-unified-theatre:plugins/acme-llm-provider.js,3,"Use `export…from` to re-export `PLUGIN_API_VERSION`.",5min,"Re-exports should use ""export...from"" syntax","",""
ed265a78-1c5b-4a4a-bc86-ab2254656fe6,CODE_SMELL,MINOR,strategic-learning-unified-theatre:plugins/sample-healthcheck.js,3,"Use `export…from` to re-export `PLUGIN_API_VERSION`.",5min,"Re-exports should use ""export...from"" syntax","",""
0b828aa2-87cb-4868-bf87-b52da43ac20a,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,276,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
96207ff7-b02a-411c-b771-f706ce95e070,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/Logs.jsx,43,"Ambiguous spacing before next element select",5min,"Spacing between inline elements should be explicit","",""
77a6a33d-8b47-4bb4-9b43-400dc9b31611,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/Logs.jsx,59,"Ambiguous spacing before next element select",5min,"Spacing between inline elements should be explicit","",""
d91c4c3a-d966-41fa-bca2-c6a28a36d3cb,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/Logs.jsx,75,"Ambiguous spacing before next element input",5min,"Spacing between inline elements should be explicit","",""
6ad24b67-a2fc-45d9-a6e2-4aa3fbdc1cef,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/__tests__/Logs.test.jsx,7,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
3206e87e-f4b2-4c54-9739-b869c8727d78,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/__tests__/Logs.test.jsx,10,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
d654e75c-5b96-4ce0-a3e7-d411c4abfd8c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/__tests__/Logs.test.jsx,14,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
e4504bb2-b2f5-4d74-bfba-59eef2943784,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/__tests__/Logs.test.jsx,22,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
6df7733f-fa3e-49fd-b577-1aa562d416af,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/components/Sidebar.jsx,409,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
412d70e9-078e-43a3-b618-b1857b5c8a5b,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/components/StatusBar.jsx,41,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
b8ef93ec-04b3-4552-824e-ab91c1c50fd5,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/plugin_test_runner.mjs,6,"Prefer top-level await over an async IIFE.",5min,"Top-level await should be preferred over wrapped async operations","",""
7f6f007b-c833-4bde-af5f-1684610e1f41,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/cli.js,750,"Prefer top-level await over using a promise chain.",5min,"Top-level await should be preferred over wrapped async operations","",""
45d81090-0a02-4b52-bf56-37f8e6426619,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/commands/browser.js,675,"Remove the declaration of the unused 'filename' variable.",5min,"Unused local variables and functions should be removed","",""
b87bb1fc-9ec0-4280-82f3-e896072b4599,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/commands/browser.js,675,"Remove this useless assignment to variable ""filename"".",1min,"Unused assignments should be removed","",""
16be9a3c-68c2-4e19-84f4-14ef7005f9d3,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/commands/handoff.js,100,"Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.",6min,"Cognitive Complexity of functions should not be too high","",""
fb9a2891-140b-43e3-888c-9021afbc3a79,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/commands/handoff.js,108,"Unexpected negated condition.",2min,"Negated conditions should be avoided when an else clause is present","",""
98756a63-ee3d-4fbe-90d9-3bea6448c4d3,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/commands/handoff.js,109,"Unexpected negated condition.",2min,"Negated conditions should be avoided when an else clause is present","",""
652eb8a8-143e-4ee9-9440-a7d854e5de46,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/schemas.js,183,"'(params?: string | { abort?: boolean; version?: ""v1"" | ""v2"" | ""v3"" | ""v4"" | ""v5"" | ""v6"" | ""v7"" | ""v8""; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.",15min,"Deprecated APIs should not be used","",""
a2a63cb1-c0c8-40f6-ba93-e906fe24336d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/schemas.js,224,"'(params?: string | { abort?: boolean; version?: ""v1"" | ""v2"" | ""v3"" | ""v4"" | ""v5"" | ""v6"" | ""v7"" | ""v8""; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.",15min,"Deprecated APIs should not be used","",""
26a45417-edf0-4b66-a781-1c569b80d195,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/schemas.js,246,"'(params?: string | { abort?: boolean; normalize?: boolean; pattern?: RegExp; hostname?: RegExp; protocol?: RegExp; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.",15min,"Deprecated APIs should not be used","",""
49f526f1-0c20-4ad3-bcfe-8a932f7403a0,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,40,"Use `export…from` to re-export `AccountSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
3ae809cd-9316-4aea-9abd-678877c99542,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,41,"Use `export…from` to re-export `AgentTypeSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
89cc7652-d09f-4d9c-aae9-2ed42fb914f0,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,42,"Use `export…from` to re-export `AccountStatusSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
19b85729-aa86-4b73-94a8-c81c9b6e3bb7,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,43,"Use `export…from` to re-export `IsoDateString`.",5min,"Re-exports should use ""export...from"" syntax","",""
79fae315-d422-4a90-abbb-554ee2735fd8,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,44,"Use `export…from` to re-export `VscodeLearnConfigSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
24b4dcb0-1d47-45cd-acef-1286d40293f7,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,45,"Use `export…from` to re-export `CaptureScheduleSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
14d99c73-a18b-4659-b3a4-838af5c78ba3,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,46,"Use `export…from` to re-export `AppConfigSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
1e2146cf-8173-49bc-a4b5-566d18186b2c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,47,"Use `export…from` to re-export `parseAppConfig`.",5min,"Re-exports should use ""export...from"" syntax","",""
9fc65cb3-d1c2-490f-a4c5-71b3b676052e,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,48,"Use `export…from` to re-export `SprintAgentSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
d2a8fcb9-bc5a-4b91-8e2e-84565dd06db0,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,49,"Use `export…from` to re-export `SprintStatusSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
a7f102f0-167c-49ff-acdf-98f86c758299,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,50,"Use `export…from` to re-export `SprintTaskPriority`.",5min,"Re-exports should use ""export...from"" syntax","",""
bb8a4678-b05a-473a-9fdb-aaf83b706448,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,51,"Use `export…from` to re-export `CompletedTaskSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
cfa160a1-5949-41c8-ad5d-253c11aa4d88,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,52,"Use `export…from` to re-export `PendingTaskSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
c6758c1f-c862-4f79-bc28-652486b22a5c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,53,"Use `export…from` to re-export `BlockerSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
901f5869-5c19-4fab-b437-40f805cc5999,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,54,"Use `export…from` to re-export `TestFailureSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
b23d12f4-ff96-4ab0-a569-aeb5f8d2effe,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,55,"Use `export…from` to re-export `HandoffSprintSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
eb1bd8a6-37d9-4cdc-a203-00835e0df815,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,56,"Use `export…from` to re-export `IdeaStatusSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
4a7c2d87-9ed0-43db-a39b-270654cdce20,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,57,"Use `export…from` to re-export `IdeaPrioritySchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
a06c859f-9fb5-4381-9961-20792bb4506a,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,58,"Use `export…from` to re-export `IdeaSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
dd67a0b7-0232-4f8f-8560-5945ffbeffd9,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,59,"Use `export…from` to re-export `BrowserCapturePayloadSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
dfcc63da-e5c7-4826-91fb-4ec3a974da2a,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,60,"Use `export…from` to re-export `HealthStatusSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
e6f2dafd-2100-4920-a107-78b745d47bb6,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,61,"Use `export…from` to re-export `RobotRunResultSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
3324b8c9-9fb0-4d81-b0f4-6f1bf60d05d1,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,62,"Use `export…from` to re-export `HandoffStatusSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
5944c0df-79b4-4290-8737-3bb21aecb8f4,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,63,"Use `export…from` to re-export `PositiveIntSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
650a7f30-4d85-4c5b-8e82-2c5601290f9c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,64,"Use `export…from` to re-export `BrowserPlatformSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
0721d952-41bc-4d27-9c07-3d37b064e3a2,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,65,"Use `export…from` to re-export `BrowserTypeSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
27dbdde8-deeb-44ef-a1e1-cd0a93ec41b6,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/types.js,66,"Use `export…from` to re-export `TimeoutMsSchema`.",5min,"Re-exports should use ""export...from"" syntax","",""
12a3c3dc-ee20-4107-a772-22f1e67f0125,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/idea-store.js,210,"Handle this exception or don't catch it at all.",1h,"Exceptions should not be ignored","",""
ce91f43b-578e-49a9-9120-2bf03549a3db,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/llm/experience-db.js,179,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
bf23bcdb-97ee-405f-97d9-bce0518435c3,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/llm/experience-db.js,381,"Refactor this function to reduce its Cognitive Complexity from 22 to the 15 allowed.",12min,"Cognitive Complexity of functions should not be too high","",""
cb01ca98-eb0e-4683-a919-7a362d13f9bb,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/llm/experience-db.js,404,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
526bf70d-80db-414a-918e-15450734b282,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/main/ipc/ipcAdapter.ts,16,"'unknown' overrides all other types in this union type.",5min,"Type constituents of unions and intersections should not be redundant","",""
7b287a23-487c-47c8-8b36-d6b37ef4979a,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/plugin-api.js,41,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
